221,6.80985785,13.365098,0
222,4.63525486,14.26584721,0
223,2.34651709,14.81532478,0
224,0.00000006,15,0
225,-2.34651685,14.81532478,0
226,-4.63525486,14.26584721,0
227,-6.80985737,13.365098,0
228,-8.81677818,12.13525486,0
229,-10.60660172,10.60660172,0
230,-12.13525486,8.81677818,0
231,-13.365098,6.80985785,0
232,-14.26584721,4.63525486,0
233,-14.81532478,2.34651709,0
234,-14.81532478,-2.34651709,0
235,-14.26584721,-4.63525486,0
236,-13.365098,-6.80985785,0
237,-12.13525486,-8.81677818,0
238,-10.60660172,-10.60660172,0
239,-8.81677818,-12.13525486,0
240,-6.80985785,-13.365098,0
241,-4.63525486,-14.26584721,0
242,-2.34651709,-14.81532478,0
243,-0.00000007,-15,0
244,2.34651685,-14.81532478,0
245,4.63525486,-14.26584721,0
246,6.80985737,-13.365098,0
247,8.81677818,-12.13525486,0
248,10.60660172,-10.60660172,0
249,12.13525486,-8.81677818,0
250,13.36509705,-6.80985785,0
251,14.26584721,-4.63525486,0
252,14.81532478,-2.34651709,0
253,-15,0,7.5
254,-15,0,5
255,-15,0,2.5
256,-20.54746628,22.5,3.75
257,-20.34152031,22.5,6.05495834
258,-12.375,22.5,1.99534833
259,-12.375,22.5,8.00465107
260,-10.125,22.5,8.00465107
261,-5.625,22.5,1.99534833
262,-5.625,22.5,8.00465107
263,-3.375,22.5,8.00465107
264,-1.125,22.5,8.00465107
265,3.375,22.5,1.99534833
266,5.625,22.5,1.99534833
267,-14.625,22.5,1.99534833
268,-16.875,22.5,1.99534833
269,-18.98990631,22.5,2.03611851
270,7.875,22.5,1.99534833
271,-18.98762703,22.5,7.95335245
272,10.125,22.5,1.99534833
273,-16.875,22.5,8.00465107
274,12.375,22.5,1.99534833
275,-14.625,22.5,8.00465107
276,14.625,22.5,1.99534833
277,-10.125,22.5,1.99534833
278,-7.875,22.5,1.99534833
279,16.95563889,22.5,2.23647141
280,-7.875,22.5,8.00465107
281,18.93863487,22.5,2.23919654
282,-3.375,22.5,1.99534833
283,-1.125,22.5,1.99534833
284,1.125,22.5,1.99534833
285,1.125,22.5,8.00465107
286,3.375,22.5,8.00465107
287,5.625,22.5,8.00465107
288,7.875,22.5,8.00465107
289,10.125,22.5,8.00465107
290,12.375,22.5,8.00465107
291,14.625,22.5,8.00465107
292,16.96759796,22.5,7.80242062
293,18.94060707,22.5,7.75999737
294,20.52782059,22.5,6.1919384
295,20.52764511,22.5,3.80436993
296,18.23810005,22.5,5.00022364
297,15.89969921,22.5,6.03286123
298,13.6802597,22.5,5.97710228
299,11.38670635,22.5,5.97831631
300,9.00522137,22.5,5.8969512
301,6.66566753,22.5,5.98162889
302,4.49555731,22.5,6.08649349
303,2.35179257,22.5,5.97887707
304,-0.01382427,22.5,3.91388083
305,-2.2560761,22.5,4.10376978
306,-8.89713001,22.5,4.02110243
307,15.73666382,22.5,4.07361603
308,13.37613392,22.5,4.01698542
309,-15.74069786,22.5,6.08651972
310,11.11405563,22.5,4.0176053
311,-17.92272568,22.5,5.96887255
312,8.99170876,22.5,3.90678501
313,-18.23501205,22.5,4.0643487
314,-15.77007771,22.5,4.1042819
315,6.83360386,22.5,4.01459694
316,4.50355911,22.5,4.10149193
317,2.14708233,22.5,4.01934576
318,0.00831222,22.5,5.89876699
319,-2.23526216,22.5,6.09287643
320,-4.398283,22.5,5.98208475
321,-6.74282074,22.5,5.89906502
322,-4.58335543,22.5,4.01431704
323,-6.74847221,22.5,3.90713525
324,-9.10217381,22.5,5.98077106
325,-11.26907921,22.5,6.08635664
326,-13.50047302,22.5,5.89770651
327,-11.24182796,22.5,4.10117483
328,-13.50184441,22.5,3.90783834
329,20.74967575,22.5,1.58972239
330,20.74986839,22.5,8.40997696
331,-20.77321815,22.5,8.36220837
332,-20.77863884,22.5,1.58722043
333,-22.5,18.93492699,7.75974035
334,-22.5,16.96720123,2.19848704
335,-22.5,16.9493618,7.76578188
336,-22.5,12.375,8.00465107
337,-22.5,10.125,8.00465107
338,-22.5,7.875,8.00465107
339,-22.5,5.625,8.00465107
340,-22.5,-20.34112549,6.05732584
341,-22.5,-20.53379631,3.76239276
342,-22.5,10.125,1.99534833
343,-22.5,-14.625,1.99534833
344,-22.5,-16.875,1.99534833
345,-22.5,-18.9898243,2.0362606
346,-22.5,1.125,1.99534833
347,-22.5,-1.125,1.99534833
348,-22.5,18.94044304,2.23993278
349,-22.5,-3.375,1.99534833
350,-22.5,14.625,1.99534833
351,-22.5,14.625,8.00465107
352,-22.5,-5.625,1.99534833
353,-22.5,12.375,1.99534833
354,-22.5,7.875,1.99534833
355,-22.5,-7.875,1.99534833
356,-22.5,5.625,1.99534833
357,-22.5,3.375,1.99534833
358,-22.5,-10.125,1.99534833
359,-22.5,3.375,8.00465107
360,-22.5,1.125,8.00465107
361,-22.5,-12.375,1.99534833
362,-22.5,-1.125,8.00465107
363,-22.5,-3.375,8.00465107
364,-22.5,-5.625,8.00465107
365,-22.5,-7.875,8.00465107
366,-22.5,-10.125,8.00465107
367,-22.5,-12.375,8.00465107
368,-22.5,-14.625,8.00465107
369,-22.5,-16.875,8.00465107
370,-22.5,-18.98752785,7.9535284
371,-22.5,20.52734947,6.1921277
372,-22.5,20.52760315,3.80459309
373,-22.5,18.23536873,4.998981
374,-22.5,-17.92354393,5.96895313
375,-22.5,-15.74959278,6.08659124
376,-22.5,-13.60322285,5.97818089
377,-22.5,-11.2597971,5.8964982
378,-22.5,-9.00122738,6.08738136
379,-22.5,-6.7446537,5.8964653
380,-22.5,-4.39695787,5.97924757
381,-22.5,-2.23062706,6.08635235
382,-22.5,0.00156458,5.8961091
383,-22.5,2.24997616,6.0878582
384,-22.5,-11.23685074,3.90723848
385,-22.5,4.50079441,3.9126761
386,-22.5,-8.99994373,4.10079384
387,-22.5,6.75550985,4.10355711
388,-22.5,-6.76356936,3.90707707
389,-22.5,13.51321888,4.10469437
390,-22.5,-4.60226583,4.01643801
391,-22.5,-2.25806594,4.10094738
392,-22.5,-0.00124472,3.9073875
393,-22.5,2.25168777,4.10258532
394,-22.5,-18.21370506,4.06274033
395,-22.5,-15.76787376,4.10178566
396,-22.5,-13.41778946,4.0139637
397,-22.5,9.10316181,4.02075148
398,-22.5,11.27129745,3.91359305
399,-22.5,4.49985838,5.89983082
400,-22.5,6.73643351,6.09292269
401,-22.5,8.8977766,5.98356819
402,-22.5,11.24266815,5.8986659
403,-22.5,13.49876118,6.09265471
404,-22.5,15.73798084,5.9246521
405,-22.5,15.85389328,3.97572899
406,-22.5,20.74988937,1.58961868
407,-22.5,20.7484951,8.40938568
408,-22.5,-20.77858543,1.5912472
409,-22.5,-20.77326775,8.36267376
410,-16.95674324,-22.5,2.21636844
411,-16.96687889,-22.5,7.8009572
412,-12.375,-22.5,1.99534833
413,-10.125,-22.5,8.00465107
414,-5.625,-22.5,1.99534833
415,-5.625,-22.5,8.00465107
416,20.54746628,-22.5,6.25
417,20.35098839,-22.5,3.94271398
418,-10.125,-22.5,1.99534833
419,14.625,-22.5,1.99534833
420,16.875,-22.5,1.99534833
421,18.99477005,-22.5,2.03281689
422,-1.125,-22.5,1.99534833
423,1.125,-22.5,1.99534833
424,-18.9386692,-22.5,2.23946452
425,-18.94048882,-22.5,7.76004124
426,3.375,-22.5,1.99534833
427,-14.625,-22.5,1.99534833
428,-14.625,-22.5,8.00465107
429,5.625,-22.5,1.99534833
430,-12.375,-22.5,8.00465107
431,-7.875,-22.5,1.99534833
432,7.875,-22.5,1.99534833
433,-7.875,-22.5,8.00465107
434,-3.375,-22.5,1.99534833
435,10.125,-22.5,1.99534833
436,-3.375,-22.5,8.00465107
437,-1.125,-22.5,8.00465107
438,12.375,-22.5,1.99534833
439,1.125,-22.5,8.00465107
440,3.375,-22.5,8.00465107
441,5.625,-22.5,8.00465107
442,7.875,-22.5,8.00465107
443,10.125,-22.5,8.00465107
444,12.375,-22.5,8.00465107
445,14.625,-22.5,8.00465107
446,16.875,-22.5,8.00465107
447,18.98520279,-22.5,7.95265102
448,-20.52772903,-22.5,6.19191313
449,-20.52754593,-22.5,3.80443454
450,-18.23593903,-22.5,5.00008535
451,18.08657265,-22.5,5.84505749
452,15.79080868,-22.5,6.10062075
453,13.63818836,-22.5,5.97790051
454,11.38292313,-22.5,5.97860956
455,9.00525475,-22.5,5.89676714
456,6.66567469,-22.5,5.98163033
457,4.49555635,-22.5,6.08649397
458,2.35162449,-22.5,5.97848845
459,0.00408223,-22.5,5.89651632
460,-2.3517158,-22.5,5.97925377
461,11.11876011,-22.5,4.01779699
462,8.99264145,-22.5,3.90678787
463,6.83368349,-22.5,4.01458931
464,-13.51314545,-22.5,5.89532661
465,4.5038271,-22.5,4.10147858
466,2.16680336,-22.5,4.01391411
467,-0.00441368,-22.5,3.9068954
468,-2.14920831,-22.5,4.01704168
469,18.03124619,-22.5,3.9319694
470,15.75609112,-22.5,4.10175467
471,13.39037514,-22.5,4.01590204
472,-8.89624786,-22.5,4.02069044
473,-4.5190115,-22.5,6.08635759
474,-6.7538805,-22.5,5.89861155
475,-4.490973,-22.5,4.10128212
476,-6.72907591,-22.5,3.90734673
477,-9.10374451,-22.5,5.98078442
478,-11.27141666,-22.5,6.08640337
479,-11.2424221,-22.5,4.10143423
480,-13.49862194,-22.5,3.90734577
481,-15.85373497,-22.5,6.01998138
482,-15.74971294,-22.5,4.06056499
483,-20.74966621,-22.5,1.58972752
484,-20.74985695,-22.5,8.40996742
485,20.77603531,-22.5,1.63729453
486,20.77663994,-22.5,8.41291809
487,22.5,20.3416748,3.94476581
488,22.5,20.54746628,6.25
489,22.5,12.375,8.00465107
490,22.5,10.125,8.00465107
491,22.5,7.875,1.99534833
492,22.5,7.875,8.00465107
493,22.5,5.625,8.00465107
494,22.5,1.125,8.00465107
495,22.5,-1.125,8.00465107
496,22.5,-3.375,1.99534833
497,22.5,-5.625,1.99534833
498,22.5,14.625,1.99534833
499,22.5,16.875,1.99534833
500,22.5,18.98796082,2.04601073
501,22.5,-7.875,1.99534833
502,22.5,18.98979378,7.96362305
503,22.5,-10.125,1.99534833
504,22.5,16.875,8.00465107
505,22.5,-12.375,1.99534833
506,22.5,14.625,8.00465107
507,22.5,-14.625,1.99534833
508,22.5,12.375,1.99534833
509,22.5,10.125,1.99534833
510,22.5,-16.95558357,2.23655391
511,22.5,5.625,1.99534833
512,22.5,-18.93862724,2.23919678
513,22.5,3.375,1.99534833
514,22.5,3.375,8.00465107
515,22.5,1.125,1.99534833
516,22.5,-1.125,1.99534833
517,22.5,-3.375,8.00465107
518,22.5,-5.625,8.00465107
519,22.5,-7.875,8.00465107
520,22.5,-10.125,8.00465107
521,22.5,-12.375,8.00465107
522,22.5,-14.625,8.00465107
523,22.5,-16.96758652,7.8023963
524,22.5,-18.94060516,7.75999689
525,22.5,-20.52781487,6.19193649
526,22.5,-20.5276413,3.8043716
527,22.5,-18.23799896,5.00024033
528,22.5,-15.8821907,6.02603531
529,22.5,-13.64297485,5.97663784
530,22.5,-11.26206493,5.89653683
531,22.5,-9.00155354,6.08737326
532,22.5,-6.74462318,5.89648533
533,22.5,-4.39678144,5.97912979
534,22.5,-0.00062158,3.91265416
535,22.5,2.24997497,4.10350895
536,22.5,4.4999671,3.91216946
537,22.5,11.14609432,4.0209775
538,22.5,-15.73599529,4.07419968
539,22.5,-13.39895248,4.01602459
540,22.5,15.76618862,5.89527369
541,22.5,-11.23085213,3.90703654
542,22.5,18.21617889,5.93580151
543,22.5,-8.99926758,4.10093164
544,22.5,17.923069,4.02547979
545,22.5,13.48855114,4.10150957
546,22.5,15.73398113,3.90695167
547,22.5,-6.76344204,3.90707231
548,22.5,-4.60201645,4.01643705
549,22.5,-2.25610971,4.10098267
550,22.5,-2.23058724,6.09254074
551,22.5,0.00134621,5.89940739
552,22.5,2.25019336,6.09266233
553,22.5,4.50159454,5.8974638
554,22.5,6.75041676,6.08783245
555,22.5,6.75071287,4.10263395
556,22.5,8.9806881,3.91347194
557,22.5,9.00404549,5.89904547
558,22.5,11.3513422,5.98393679
559,22.5,13.52159786,6.09252214
560,22.5,-20.74967575,1.58972287
561,22.5,-20.74986839,8.40997601
562,22.5,20.77859116,8.41278267
563,22.5,20.77335548,1.63774049
564,-3.375,20.50465202,10
565,8.85570526,14.45133686,10
566,-3.93921828,16.46975517,10
567,-6.40964985,15.8965807,10
568,-8.85570526,14.45133686,10
569,-11.00739574,12.88822937,10
570,-20.48373413,12.36535454,10
571,-20.50465202,10.125,10
572,-20.48148155,5.62698078,10
573,-20.50465202,3.375,10
574,-12.88822937,11.0073967,10
575,1.30925238,16.80281067,10
576,-20.50001717,19.35669518,10
577,3.89192367,16.47270203,10
578,-16.875,20.50465202,10
579,-14.625,20.50465202,10
580,6.39715481,15.90195274,10
581,-12.3577261,20.43464279,10
582,-10.14992428,20.47292709,10
583,-7.875,20.50465202,10
584,-5.625,20.50465202,10
585,-1.33879006,16.83553314,10
586,-1.14165998,20.4864769,10
587,11.00739574,12.88822937,10
588,1.125,20.50465202,10
589,3.375,20.50465202,10
590,12.88822937,11.00739574,10
591,5.625,20.50465202,10
592,14.45133686,8.85570526,10
593,7.875,20.50465202,10
594,10.15042305,20.47307777,10
595,15.90217686,6.39717054,10
596,12.35983276,20.43454552,10
597,16.47775078,3.89300084,10
598,14.625,20.50465202,10
599,16.77787209,1.30394423,10
600,19.06925583,20.51955986,10
601,-19.05777168,20.56777,10
602,-20.41047096,16.96603584,10
603,-20.50465202,14.625,10
604,-14.45133686,8.85570526,10
605,-15.65868378,6.48603964,10
606,-20.38959503,7.78341627,10
607,-16.49144936,3.97198415,10
608,-16.84676552,1.32753336,10
609,-20.4864769,1.14165998,10
610,-20.48649597,-1.14054441,10
611,-16.85424423,-1.32782257,10
612,-16.46335983,-3.92232609,10
613,-15.89578438,-6.40928602,10
614,-20.50465202,-10.125,10
615,-16.95660019,-20.4078598,10
616,-19.35676384,-20.49889565,10
617,-20.50465202,-14.625,10
618,-20.48604012,-12.3647728,10
619,-20.56723976,-19.0570507,10
620,-20.50465202,-16.875,10
621,-8.85570526,-14.45133686,10
622,-7.78266096,-20.38971329,10
623,-6.48603964,-15.65868378,10
624,-3.95670962,-16.48056602,10
625,-1.30551589,-16.78243256,10
626,16.77427673,-1.31569779,10
627,20.50465202,-1.125,10
628,20.49998856,-19.35684586,10
629,16.92775345,20.42027855,10
630,20.54254723,19.34740639,10
631,20.50465202,16.875,10
632,20.50465202,14.625,10
633,20.43418694,12.35876846,10
634,20.50465202,1.125,10
635,20.47452354,10.14919472,10
636,20.50465202,7.875,10
637,20.50465202,5.625,10
638,20.50465202,3.375,10
639,19.05780983,-20.56785774,10
640,16.875,-20.50465202,10
641,14.625,-20.50465202,10
642,12.36553955,-20.4878521,10
643,20.48788261,-12.36556721,10
644,20.50465202,-14.625,10
645,20.41204834,-16.96703911,10
646,-20.52406883,-3.38010287,10
647,-12.36540699,-20.48754311,10
648,-20.50465202,-5.625,10
649,-14.625,-20.50465202,10
650,1.14165998,-20.4864769,10
651,-20.50465202,-7.875,10
652,-14.45133686,-8.85570526,10
653,3.38017702,-20.52406883,10
654,-12.88822937,-11.00739574,10
655,-11.00739574,-12.88822937,10
656,5.62732029,-20.48144913,10
657,-10.125,-20.50465202,10
658,-5.62413025,-20.48164558,10
659,7.78358889,-20.38959885,10
660,-3.375,-20.50465202,10
661,10.125,-20.50465202,10
662,-1.125,-20.50465202,10
663,1.33758509,-16.83271599,10
664,20.50465202,-10.125,10
665,3.97296906,-16.49105644,10
666,6.48603964,-15.65868378,10
667,20.38959694,-7.78295994,10
668,8.85570526,-14.45133686,10
669,11.00739574,-12.88822937,10
670,20.48164558,-5.62413025,10
671,12.88822937,-11.00739574,10
672,14.45133686,-8.85570526,10
673,20.50465202,-3.375,10
674,15.65868378,-6.48603964,10
675,16.48056602,-3.95670962,10
676,17.98984909,-6.30824423,10
677,16.68750763,-8.72116566,10
678,15.28252792,-11.00537968,10
679,18.58089828,-4.41179419,10
680,13.53111076,-13.52709007,10
681,11.00310135,-15.28763962,10
682,8.70826149,-16.69205093,10
683,6.36820793,-17.99418259,10
684,18.59729195,-8.83798313,10
685,2.54359603,-18.53588104,10
686,-2.27817869,-18.51376534,10
687,8.84132957,-18.59838295,10
688,-4.39535379,-18.59372139,10
689,-13.52892494,-13.5283165,10
690,4.50191069,-18.56684875,10
691,-15.28558826,-11.00683689,10
692,0.05696448,-18.54203796,10
693,-18.36046791,-6.83980227,10
694,-11.08184338,-18.17992401,10
695,-13.5,-18.50930214,10
696,-18.36071014,-4.77397633,10
697,18.54221344,-15.78490257,10
698,18.50930214,-13.5,10
699,18.18751717,-11.08307362,10
700,11.08177948,-18.1874218,10
701,13.5,-18.50930214,10
702,15.75,-18.50930214,10
703,18.20522308,-18.37697029,10
704,18.36167908,4.6750598,10
705,18.36016655,6.83234692,10
706,18.61623001,9.03048611,10
707,18.51801682,2.34472322,10
708,18.01091576,11.23891163,10
709,18.32688141,13.49432945,10
710,18.55491257,15.73215389,10
711,18.38386345,18.20184517,10
712,18.50930214,0,10
713,18.51520729,-2.29224467,10
714,-6.30126762,-17.99138641,10
715,-8.832798,-18.59754181,10
716,-8.71542835,-16.68031693,10
717,-11.01500988,-15.25813675,10
718,-18.37285423,-18.19699287,10
719,-18.53676796,-15.7427597,10
720,-18.50930214,-13.5,10
721,-15.80294609,-18.49393845,10
722,-18.18561172,-11.11341476,10
723,-18.62000847,-9.00824738,10
724,-16.68496704,-8.77309608,10
725,-18.54340935,-2.58629608,10
726,-18.54664612,0.01044865,10
727,-18.53419876,2.53500986,10
728,-17.99509811,6.36590147,10
729,-16.68702126,8.72318459,10
730,-18.53154564,15.77215862,10
731,15.80679417,18.50028801,10
732,13.49729633,18.36532593,10
733,11.25234032,17.9983387,10
734,9.03010559,18.61578369,10
735,16.67550087,8.78704071,10
736,6.82739735,18.35957146,10
737,15.28026485,11.05200291,10
738,4.67515707,18.36166382,10
739,2.32129097,18.51721191,10
740,13.28645325,13.28645325,10
741,-0.06690236,18.5422287,10
742,-6.84329081,18.35914421,10
743,-9.03117943,18.61629295,10
744,-11.25157642,17.99438858,10
745,-13.48435497,18.36353683,10
746,-18.20641327,18.37680435,10
747,-15.75,18.50930214,10
748,-15.28930378,10.99273014,10
749,-18.56520653,4.50250101,10
750,-18.59745407,8.83953953,10
751,-18.19001198,11.08173561,10
752,-18.44963074,13.49374199,10
753,-13.48443127,13.29557133,10
754,-11.06618977,15.26362514,10
755,-8.79305935,16.67322159,10
756,-2.58933711,18.53673363,10
757,8.78770447,16.6756134,10
758,11.0542717,15.28055382,10
759,-4.76428556,18.35998726,10
760,-13.32375526,15.6002388,10
761,-16.30994225,12.57033825,10
762,-16.82293892,16.6310997,10
763,-14.80613041,16.55101967,10
764,13.32375526,15.6002388,10
765,15.65856266,13.21443844,10
766,14.79779148,16.56007576,10
767,16.82048035,16.66008568,10
768,-16.07037926,14.62536144,10
769,-16.74871826,-16.59549904,10
770,-16.30839539,-12.58090115,10
771,-16.24164009,-14.56455803,10
772,16.26309395,14.83465481,10
773,16.78153992,-16.64315796,10
774,14.60367966,-16.24641037,10
775,12.58720398,-16.31073189,10
776,16.31134033,-12.57951546,10
777,16.25496483,-14.57549858,10
778,-14.58988285,-16.25120354,10
779,-12.58144283,-16.31025314,10
780,-3.375,20.50465202,0
781,8.85570526,14.45133686,0
782,-3.93921828,16.46975517,0
783,-6.40964985,15.8965807,0
784,-8.85570526,14.45133686,0
785,-11.00739574,12.88822937,0
786,-20.48372841,12.36534882,0
787,-20.50465202,10.125,0
788,-20.48148155,5.62698078,0
789,-12.88822937,11.0073967,0
790,1.30925238,16.80281067,0
791,-20.50001717,19.35669518,0
792,3.89192367,16.47270203,0
793,-16.875,20.50465202,0
794,-14.625,20.50465202,0
795,6.39715481,15.90195274,0
796,-12.3577261,20.43464279,0
797,-10.14992428,20.47292709,0
798,-7.875,20.50465202,0
799,-5.625,20.50465202,0
800,-1.33879006,16.83553314,0
801,-1.14165998,20.4864769,0
802,11.00739574,12.88822937,0
803,1.125,20.50465202,0
804,3.375,20.50465202,0
805,12.88822937,11.00739574,0
806,5.625,20.50465202,0
807,14.45133686,8.85570526,0
808,7.875,20.50465202,0
809,10.15042305,20.47307777,0
810,15.90205193,6.39736557,0
811,12.35983276,20.43454552,0
812,16.47804451,3.89278793,0
813,14.625,20.50465202,0
814,16.77749443,1.30381548,0
815,19.06925583,20.51955986,0
816,16.92775345,20.42027855,0
817,20.54254723,19.34740639,0
818,20.50465202,16.875,0
819,20.50465202,14.625,0
820,20.43418884,12.35876846,0
821,16.77427292,-1.31571138,0
822,20.47452736,10.14919758,0
823,20.50465202,7.875,0
824,20.50465202,5.625,0
825,20.50465202,3.375,0
826,20.50465202,1.125,0
827,20.50465202,-1.125,0
828,16.92856216,-20.42027855,0
829,-16.78339005,1.30583155,0
830,20.54247665,-19.34712601,0
831,-20.4864769,-1.14165998,0
832,-16.83287239,-1.33584547,0
833,-16.46247101,-3.92392707,0
834,20.50465202,-14.625,0
835,-15.89601326,-6.41040659,0
836,-8.85570526,-14.45133686,0
837,-7.78266096,-20.38971519,0
838,-6.48603964,-15.65868378,0
839,-3.95670962,-16.48056602,0
840,20.46968079,-12.35810089,0
841,-1.305516,-16.78243256,0
842,11.00739574,-12.88822937,0
843,20.50465202,-16.875,0
844,19.06834221,-20.51718521,0
845,-19.05777168,20.56777,0
846,-20.50465202,1.125,0
847,-20.41047096,16.96603584,0
848,-20.50465202,14.625,0
849,-14.45133686,8.85570526,0
850,-15.65868378,6.48603964,0
851,-20.38961411,7.78338051,0
852,-16.48056602,3.95670962,0
853,-20.50465202,3.375,0
854,-19.35586166,-20.49876404,0
855,-16.96432304,-20.40771484,0
856,-14.625,-20.50465202,0
857,-12.35805511,-20.46874046,0
858,-20.47360229,-10.15037537,0
859,-14.45133686,-8.85570526,0
860,-12.88822937,-11.00739574,0
