1,8.44E+06
2,2.40E+05
3,8.43E+06
4,2.37E+05
5,8.58E+06
6,8.58E+06
7,1.97E+05
8,1.93E+05
9,2.72E+06
10,1.83E+06
11,2.70E+06
12,1.84E+06
13,7.92E+06
14,8.29E+06
15,8.69E+06
16,9.14E+06
17,9.57E+06
18,9.84E+06
19,9.91E+06
20,9.64E+06
21,9.04E+06
22,8.22E+06
23,7.26E+06
24,6.26E+06
25,5.24E+06
26,4.25E+06
27,3.32E+06
28,2.45E+06
29,1.65E+06
30,9.38E+05
31,3.89E+05
32,4.20E+06
33,1.77E+06
34,4.20E+06
35,7.92E+06
36,8.29E+06
37,8.69E+06
38,9.14E+06
39,9.56E+06
40,9.85E+06
41,9.91E+06
42,9.63E+06
43,9.03E+06
44,8.23E+06
45,7.26E+06
46,6.23E+06
47,5.23E+06
48,4.25E+06
49,3.32E+06
50,2.45E+06
51,1.65E+06
52,9.49E+05
53,3.91E+05
54,5.30E+05
55,5.68E+05
56,5.35E+05
57,6.87E+06
58,6.74E+06
59,6.71E+06
60,6.36E+06
61,5.83E+06
62,4.92E+06
63,4.12E+06
64,3.14E+06
65,2.39E+06
66,2.04E+06
67,2.39E+06
68,3.13E+06
69,4.09E+06
70,4.98E+06
71,5.83E+06
72,6.42E+06
73,6.76E+06
74,6.67E+06
75,6.82E+06
76,4.24E+06
77,1.74E+06
78,4.20E+06
79,6.87E+06
80,6.73E+06
81,6.61E+06
82,6.34E+06
83,5.85E+06
84,4.96E+06
85,4.09E+06
86,3.15E+06
87,2.33E+06
88,2.04E+06
89,2.35E+06
90,3.13E+06
91,4.15E+06
92,5.05E+06
93,5.82E+06
94,6.44E+06
95,6.76E+06
96,6.81E+06
97,6.77E+06
98,7.91E+06
99,8.30E+06
100,8.70E+06
101,9.14E+06
102,9.55E+06
103,9.86E+06
104,9.91E+06
105,9.63E+06
106,9.05E+06
107,8.22E+06
108,7.25E+06
109,6.24E+06
110,5.25E+06
111,4.25E+06
112,3.33E+06
113,2.44E+06
114,1.64E+06
115,9.46E+05
116,4.29E+05
117,5.40E+05
118,5.75E+05
119,5.35E+05
120,7.92E+06
121,8.30E+06
122,8.69E+06
123,9.14E+06
124,9.56E+06
125,9.87E+06
126,9.91E+06
127,9.64E+06
128,9.05E+06
129,8.20E+06
130,7.27E+06
131,6.24E+06
132,5.23E+06
133,4.26E+06
134,3.32E+06
135,2.44E+06
136,1.65E+06
137,9.44E+05
138,4.26E+05
139,2.30E+05
140,3.38E+05
141,6.21E+05
142,9.06E+05
143,1.20E+06
144,1.48E+06
145,1.71E+06
146,1.87E+06
147,1.99E+06
148,2.01E+06
149,1.98E+06
150,1.87E+06
151,1.71E+06
152,1.48E+06
153,1.20E+06
154,9.05E+05
155,6.18E+05
156,3.48E+05
157,2.13E+05
158,2.25E+05
159,3.31E+05
160,6.13E+05
161,9.20E+05
162,1.20E+06
163,1.49E+06
164,1.71E+06
165,1.89E+06
166,1.97E+06
167,2.02E+06
168,1.96E+06
169,1.88E+06
170,1.72E+06
171,1.49E+06
172,1.21E+06
173,9.12E+05
174,6.25E+05
175,3.36E+05
176,2.12E+05
177,2.44E+06
178,1.75E+06
179,8.49E+05
180,5.45E+05
181,1.61E+06
182,3.12E+06
183,5.02E+06
184,7.24E+06
185,9.34E+06
186,1.09E+07
187,1.14E+07
188,1.11E+07
189,9.94E+06
190,8.45E+06
191,6.82E+06
192,5.26E+06
193,3.84E+06
194,2.74E+06
195,2.13E+06
196,2.14E+06
197,2.81E+06
198,3.86E+06
199,5.19E+06
200,6.74E+06
201,8.50E+06
202,9.94E+06
203,1.11E+07
204,1.14E+07
205,1.09E+07
206,9.35E+06
207,7.19E+06
208,5.02E+06
209,3.10E+06
210,1.61E+06
211,5.32E+05
212,8.48E+05
213,1.76E+06
214,2.44E+06
215,2.42E+06
216,1.77E+06
217,8.52E+05
218,5.42E+05
219,1.60E+06
220,3.10E+06
221,5.01E+06
222,7.17E+06
223,9.33E+06
224,1.09E+07
225,1.14E+07
226,1.11E+07
227,9.91E+06
228,8.43E+06
229,6.77E+06
230,5.16E+06
231,3.78E+06
232,2.75E+06
233,2.14E+06
234,2.09E+06
235,2.73E+06
236,3.84E+06
237,5.18E+06
238,6.73E+06
239,8.45E+06
240,9.91E+06
241,1.11E+07
242,1.15E+07
243,1.09E+07
244,9.32E+06
245,7.16E+06
246,5.01E+06
247,3.11E+06
248,1.64E+06
249,5.53E+05
250,8.59E+05
251,1.74E+06
252,2.42E+06
253,7.31E+05
254,8.26E+04
255,6.92E+05
256,2.30E+06
257,1.94E+06
258,5.70E+06
259,5.69E+06
260,5.89E+06
261,5.84E+06
262,5.84E+06
263,5.48E+06
264,5.04E+06
265,4.01E+06
266,3.54E+06
267,5.40E+06
268,5.12E+06
269,4.95E+06
270,3.07E+06
271,4.93E+06
272,2.57E+06
273,5.12E+06
274,2.12E+06
275,5.40E+06
276,1.67E+06
277,5.89E+06
278,5.96E+06
279,1.27E+06
280,5.97E+06
281,9.59E+05
282,5.49E+06
283,5.02E+06
284,4.50E+06
285,4.51E+06
286,3.98E+06
287,3.53E+06
288,3.05E+06
289,2.58E+06
290,2.11E+06
291,1.66E+06
292,1.25E+06
293,9.45E+05
294,1.04E+06
295,1.05E+06
296,1.36E+06
297,1.48E+06
298,1.68E+06
299,1.83E+06
300,1.92E+06
301,1.93E+06
302,1.91E+06
303,1.70E+06
304,1.77E+06
305,1.55E+06
306,2.07E+06
307,1.51E+06
308,1.70E+06
309,1.95E+06
310,1.86E+06
311,1.70E+06
312,1.96E+06
313,1.62E+06
314,1.62E+06
315,1.92E+06
316,1.77E+06
317,1.68E+06
318,1.49E+06
319,1.90E+06
320,1.88E+06
321,1.89E+06
322,1.93E+06
323,2.24E+06
324,2.07E+06
325,2.19E+06
326,1.73E+06
327,1.85E+06
328,2.08E+06
329,5.21E+05
330,5.27E+05
331,6.05E+06
